,stationId,date,temperature,pressure,humidity,weather,weather_code,weather_desc,weather_cloud,weather_rain,wind_speed,wind_direction
0,dongsi_aq,2018-04-28 00:00:00,12.900000000000034,1003.78,61,Clear,800,clear sky,0,0.0,2.57,186.501
0,dongsi_aq,2018-04-28 03:00:00,9.560000000000002,1002.58,75,Clear,800,clear sky,0,0.0,0.91,99.0016
0,dongsi_aq,2018-04-28 06:00:00,7.860000000000014,1001.72,80,Clear,800,clear sky,0,0.0,1.16,43.0011
0,dongsi_aq,2018-04-28 09:00:00,17.259000000000015,1001.48,51,Clear,800,clear sky,0,0.0,1.66,22.5025
0,dongsi_aq,2018-04-28 12:00:00,23.81600000000003,999.69,44,Clear,800,clear sky,0,0.0,1.62,115.002
0,dongsi_aq,2018-04-28 15:00:00,28.39100000000002,996.74,38,Clear,800,clear sky,0,0.0,2.77,154.5
0,dongsi_aq,2018-04-28 18:00:00,28.640000000000043,995.08,35,Clear,800,clear sky,0,0.0,4.6,177.0
0,dongsi_aq,2018-04-28 21:00:00,25.258000000000038,994.7,38,Clear,800,clear sky,0,0.0,3.91,191.0
0,dongsi_aq,2018-04-29 00:00:00,21.286,994.75,47,Clear,800,clear sky,0,0.0,3.11,207.503
0,dongsi_aq,2018-04-29 03:00:00,17.05800000000005,993.68,68,Clear,800,clear sky,0,0.0,1.17,198.002
0,dongsi_aq,2018-04-29 06:00:00,13.62700000000001,993.52,79,Clear,800,clear sky,8,0.0,0.96,69.0015
0,dongsi_aq,2018-04-29 09:00:00,21.29000000000002,994.38,56,Clear,800,clear sky,8,0.0,1.86,76.5022
0,dongsi_aq,2018-04-29 12:00:00,27.025000000000034,993.68,46,Clouds,801,few clouds,12,0.0,1.84,127.004
0,dongsi_aq,2018-04-29 15:00:00,31.187000000000012,991.45,36,Clear,800,clear sky,0,0.0,2.94,192.001
0,dongsi_aq,2018-04-29 18:00:00,29.968000000000018,990.15,33,Rain,500,light rain,0,0.117775,3.61,200.505
0,dongsi_aq,2018-04-29 21:00:00,16.653999999999996,994.62,91,Rain,500,light rain,56,0.66015,2.36,33.5044
0,dongsi_aq,2018-04-30 00:00:00,15.610000000000014,998.58,95,Rain,500,light rain,68,0.446975,2.06,42.5004
0,dongsi_aq,2018-04-30 03:00:00,16.172000000000025,1001.21,95,Rain,500,light rain,92,0.54335,3.91,20.501
0,dongsi_aq,2018-04-30 06:00:00,12.710000000000036,1004.54,94,Rain,500,light rain,92,1.9611,4.36,43.5049
0,dongsi_aq,2018-04-30 09:00:00,13.766999999999996,1007.02,81,Rain,500,light rain,80,0.77048,2.92,24.5027
0,dongsi_aq,2018-04-30 12:00:00,17.333000000000027,1008.3,62,Rain,500,light rain,76,0.01882,1.95,50.001
0,dongsi_aq,2018-04-30 15:00:00,19.081000000000017,1006.4,59,Clouds,803,broken clouds,76,0.0,2.05,126.006
0,dongsi_aq,2018-04-30 18:00:00,18.633000000000038,1005.88,58,Clear,800,clear sky,92,0.0001199999999999,1.74,162.503
0,dongsi_aq,2018-04-30 21:00:00,17.125,1006.44,59,Clouds,803,broken clouds,80,0.0,1.74,149.504
0,dongsi_aq,2018-05-01 00:00:00,15.878000000000043,1007.35,60,Clouds,803,broken clouds,80,0.0,1.77,131.502
